login,contributions,url,type,site_admin,account_age_(days),total_prs_submitted,total_prs_merged,total_issues_opened,total_repositories_contributed_to,followers,stars_received,is_member_of_organization,source_project,approval_rate,contributor_seniority
aashmanVerma,1,https://github.com/aashmanVerma,User,False,911.0,30.0,22.0,4,30,2,0,False,excalidraw,0.7333333333333333,2.5
abhitrueprogrammer,1,https://github.com/abhitrueprogrammer,User,False,1705.0,30.0,30.0,23,30,9,0,False,excalidraw,1.0,4.67
abhi12299,1,https://github.com/abhi12299,User,False,2552.0,30.0,30.0,18,30,42,32,False,excalidraw,1.0,6.99
golok727,1,https://github.com/golok727,User,False,754.0,30.0,30.0,15,30,55,15,False,excalidraw,1.0,2.07
AdoPi,1,https://github.com/AdoPi,User,False,4110.0,22.0,11.0,18,30,31,3,False,excalidraw,0.5,11.26
Ajaykumbhare,1,https://github.com/Ajaykumbhare,User,False,3277.0,17.0,14.0,9,14,7,22,False,excalidraw,0.8235294117647058,8.98
atorcode,1,https://github.com/atorcode,User,False,1174.0,1.0,1.0,2,13,6,2,False,excalidraw,1.0,3.22
bratsos,1,https://github.com/bratsos,User,False,3550.0,10.0,8.0,20,16,23,3,False,excalidraw,0.8,9.73
AlexandreLemoine40,1,https://github.com/AlexandreLemoine40,User,False,2211.0,5.0,5.0,7,11,2,1,False,excalidraw,1.0,6.06
andelf,1,https://github.com/andelf,User,False,5790.0,30.0,30.0,30,30,1562,70,False,excalidraw,1.0,15.86
Andran1k,1,https://github.com/Andran1k,User,False,1244.0,0.0,0.0,0,1,0,0,False,excalidraw,0.0,3.41
agebhar1,1,https://github.com/agebhar1,User,False,4525.0,0.0,0.0,0,30,69,19,False,excalidraw,0.0,12.4
andrew-hesse,1,https://github.com/andrew-hesse,User,False,3441.0,0.0,0.0,0,4,4,9,False,excalidraw,0.0,9.43
andresriveratoro,1,https://github.com/andresriveratoro,User,False,2547.0,0.0,0.0,0,3,4,0,False,excalidraw,0.0,6.98
anirban09,1,https://github.com/anirban09,User,False,4518.0,0.0,0.0,0,5,9,1,False,excalidraw,0.0,12.38
defint,1,https://github.com/defint,User,False,4726.0,0.0,0.0,0,30,7,17,False,excalidraw,0.0,12.95
fouqueta,1,https://github.com/fouqueta,User,False,934.0,0.0,0.0,0,2,0,0,False,excalidraw,0.0,2.56
snorfyang,1,https://github.com/snorfyang,User,False,1668.0,0.0,0.0,0,6,6,0,False,excalidraw,0.0,4.57
benjaminjkraft,1,https://github.com/benjaminjkraft,User,False,5677.0,0.0,0.0,0,30,72,12,False,excalidraw,0.0,15.55
benjakugler96,1,https://github.com/benjakugler96,User,False,2034.0,0.0,0.0,0,26,6,1,False,excalidraw,0.0,5.57
bendersej,1,https://github.com/bendersej,User,False,3681.0,0.0,0.0,0,10,25,46,False,excalidraw,0.0,10.08
bgrosse-midokura,1,https://github.com/bgrosse-midokura,User,False,2180.0,30.0,30.0,15,10,2,0,False,excalidraw,1.0,5.97
BlueGreenMagick,1,https://github.com/BlueGreenMagick,User,False,2122.0,30.0,30.0,30,30,28,40,False,excalidraw,1.0,5.81
devbrock,1,https://github.com/devbrock,User,False,3210.0,11.0,9.0,1,30,5,2,False,excalidraw,0.8181818181818182,8.79
JRJurman,1,https://github.com/JRJurman,User,False,5337.0,30.0,30.0,30,30,95,31,False,excalidraw,1.0,14.62
Denovocto,1,https://github.com/Denovocto,User,False,2141.0,30.0,30.0,3,16,16,4,False,excalidraw,1.0,5.87
johann-sonntagbauer,1,https://github.com/johann-sonntagbauer,User,False,4824.0,30.0,30.0,30,3,22,0,False,excalidraw,1.0,13.22
jonasbleyl,1,https://github.com/jonasbleyl,User,False,3545.0,30.0,30.0,12,11,29,206,False,excalidraw,1.0,9.71
josephbuchma,1,https://github.com/josephbuchma,User,False,4372.0,30.0,22.0,30,30,24,4,False,excalidraw,0.7333333333333333,11.98
justingreenberg,1,https://github.com/justingreenberg,User,False,4722.0,0.0,0.0,0,1,0,0,False,excalidraw,0.0,12.94
jrmi,1,https://github.com/jrmi,User,False,5143.0,30.0,30.0,30,30,32,115,False,excalidraw,1.0,14.09
jeremymouzin,1,https://github.com/jeremymouzin,User,False,3149.0,0.0,0.0,0,17,36,21,False,excalidraw,0.0,8.63
karlhorky,1,https://github.com/karlhorky,User,False,4608.0,0.0,0.0,0,30,824,820,False,excalidraw,0.0,12.62
nishanthkarthik,1,https://github.com/nishanthkarthik,User,False,3914.0,0.0,0.0,0,30,14,1,False,excalidraw,0.0,10.72
viglucci,1,https://github.com/viglucci,User,False,4063.0,0.0,0.0,0,30,34,78,False,excalidraw,0.0,11.13
lakshz,1,https://github.com/lakshz,User,False,1427.0,0.0,0.0,0,30,28,1,False,excalidraw,0.0,3.91
lily-ge,1,https://github.com/lily-ge,User,False,1865.0,0.0,0.0,0,1,0,0,False,excalidraw,0.0,5.11
lorisdev,1,https://github.com/lorisdev,User,False,2827.0,0.0,0.0,0,17,32,0,False,excalidraw,0.0,7.75
LucaColonnello,1,https://github.com/LucaColonnello,User,False,5167.0,0.0,0.0,0,30,58,2,False,excalidraw,0.0,14.16
LukaHietala,1,https://github.com/LukaHietala,User,False,1178.0,0.0,0.0,0,1,23,0,False,excalidraw,0.0,3.23
bancek,1,https://github.com/bancek,User,False,5297.0,30.0,30.0,27,30,43,151,False,excalidraw,1.0,14.51
lynda0214,1,https://github.com/lynda0214,User,False,3119.0,3.0,2.0,1,23,14,13,False,excalidraw,0.6666666666666666,8.55
brandstetterm,1,https://github.com/brandstetterm,User,False,2544.0,30.0,30.0,30,16,17,2,False,excalidraw,1.0,6.97
marcofranssen,1,https://github.com/marcofranssen,User,False,5075.0,30.0,30.0,30,30,125,21,False,excalidraw,1.0,13.9
ObstinateM,1,https://github.com/ObstinateM,User,False,2267.0,30.0,30.0,26,30,9,49,False,excalidraw,1.0,6.21
patak-dev,1,https://github.com/patak-dev,User,False,5136.0,30.0,30.0,30,30,2883,91,False,excalidraw,1.0,14.07
Mattross45,1,https://github.com/Mattross45,User,False,2087.0,30.0,30.0,1,16,3,0,False,excalidraw,1.0,5.72
mauriceLC92,1,https://github.com/mauriceLC92,User,False,2786.0,27.0,25.0,0,30,29,7,False,excalidraw,0.9259259259259259,7.63
geraintluff,1,https://github.com/geraintluff,User,False,4604.0,30.0,30.0,30,30,211,423,False,excalidraw,1.0,12.61
jackdbd,1,https://github.com/jackdbd,User,False,4231.0,30.0,30.0,30,30,85,200,False,excalidraw,1.0,11.59
Minozzzi,1,https://github.com/Minozzzi,User,False,1811.0,0.0,0.0,0,30,68,14,False,excalidraw,0.0,4.96
guillaumebriday,1,https://github.com/guillaumebriday,User,False,3861.0,0.0,0.0,0,30,573,132,False,excalidraw,0.0,10.58
g4rry420,1,https://github.com/g4rry420,User,False,1817.0,0.0,0.0,0,30,4,0,False,excalidraw,0.0,4.98
ggallon,1,https://github.com/ggallon,User,False,4380.0,0.0,0.0,0,30,39,5,False,excalidraw,0.0,12.0
hampuslavin,1,https://github.com/hampuslavin,User,False,3740.0,0.0,0.0,0,12,6,2,False,excalidraw,0.0,10.25
khalsah,1,https://github.com/khalsah,User,False,6164.0,0.0,0.0,0,22,29,7,False,excalidraw,0.0,16.89
harshilparmar,1,https://github.com/harshilparmar,User,False,2255.0,0.0,0.0,0,30,28,25,False,excalidraw,0.0,6.18
Shaocang,1,https://github.com/Shaocang,User,False,1441.0,0.0,0.0,0,12,0,0,False,excalidraw,0.0,3.95
yoshi2no,1,https://github.com/yoshi2no,User,False,1940.0,0.0,0.0,2,30,12,4,False,excalidraw,0.0,5.32
hitgo00,1,https://github.com/hitgo00,User,False,2412.0,30.0,30.0,30,30,99,21,False,excalidraw,1.0,6.61
aesrael,1,https://github.com/aesrael,User,False,2924.0,30.0,30.0,6,30,117,233,False,excalidraw,1.0,8.01
ignacio-cuadra,1,https://github.com/ignacio-cuadra,User,False,1701.0,4.0,1.0,1,22,3,25,False,excalidraw,0.25,4.66
eltociear,1,https://github.com/eltociear,User,False,3057.0,0.0,0.0,0,30,0,17,False,excalidraw,0.0,8.38
ishtiaqbhatti,1,https://github.com/ishtiaqbhatti,User,False,2985.0,4.0,4.0,0,26,0,30,False,excalidraw,1.0,8.18
zerkms,1,https://github.com/zerkms,User,False,5365.0,30.0,30.0,30,30,72,2,False,excalidraw,1.0,14.7
Irvingouj,1,https://github.com/Irvingouj,User,False,2125.0,30.0,29.0,30,30,5,7,False,excalidraw,0.9666666666666667,5.82
jguddas,1,https://github.com/jguddas,User,False,2936.0,30.0,30.0,30,30,36,13,False,excalidraw,1.0,8.04
Kissaki,1,https://github.com/Kissaki,User,False,5733.0,30.0,30.0,30,30,50,2,False,excalidraw,1.0,15.71
janpeterd,1,https://github.com/janpeterd,User,False,1783.0,7.0,7.0,0,13,12,1,False,excalidraw,1.0,4.88
proke03,1,https://github.com/proke03,User,False,3213.0,0.0,0.0,0,18,11,0,False,excalidraw,0.0,8.8
jasonpraful,1,https://github.com/jasonpraful,User,False,2691.0,0.0,0.0,0,30,23,23,False,excalidraw,0.0,7.37
jeffeb3,1,https://github.com/jeffeb3,User,False,4641.0,0.0,0.0,0,30,69,42,False,excalidraw,0.0,12.72
jeremypress,1,https://github.com/jeremypress,User,False,4520.0,0.0,0.0,0,30,55,0,False,excalidraw,0.0,12.38
RussKie,2236,https://github.com/RussKie,User,False,4300.0,30.0,30.0,30,30,181,4,False,gitextensions,1.0,11.78
drewnoakes,1649,https://github.com/drewnoakes,User,False,5313.0,30.0,30.0,30,30,547,64,False,gitextensions,1.0,14.56
jbialobr,1607,https://github.com/jbialobr,User,False,4925.0,30.0,30.0,30,23,28,313,False,gitextensions,1.0,13.49
spdr870,1574,https://github.com/spdr870,User,False,5917.0,30.0,30.0,16,8,87,11,False,gitextensions,1.0,16.21
KindDragon,1447,https://github.com/KindDragon,User,False,5451.0,30.0,30.0,30,30,94,5,False,gitextensions,1.0,14.93
gerhardol,1173,https://github.com/gerhardol,User,False,4073.0,30.0,30.0,30,30,28,13,False,gitextensions,1.0,11.16
mstv,767,https://github.com/mstv,User,False,2556.0,30.0,30.0,30,5,8,3,False,gitextensions,1.0,7.0
pmiossec,713,https://github.com/pmiossec,User,False,5224.0,30.0,30.0,30,30,48,22,False,gitextensions,1.0,14.31
vbjay,183,https://github.com/vbjay,User,False,4381.0,30.0,30.0,30,30,21,10,False,gitextensions,1.0,12.0
vcpp,181,https://github.com/vcpp,User,False,5035.0,30.0,30.0,20,5,10,3,False,gitextensions,1.0,13.79
sharwell,174,https://github.com/sharwell,User,False,4762.0,0.0,0.0,0,30,572,78,False,gitextensions,0.0,13.05
mnaoumov,160,https://github.com/mnaoumov,User,False,5054.0,0.0,0.0,0,30,38,12,False,gitextensions,0.0,13.85
forki,148,https://github.com/forki,User,False,5837.0,0.0,0.0,0,30,383,0,False,gitextensions,0.0,15.99
Turbo87,128,https://github.com/Turbo87,User,False,5601.0,0.0,0.0,0,30,595,176,False,gitextensions,0.0,15.35
fraga,124,https://github.com/fraga,User,False,5364.0,0.0,0.0,0,30,41,5,False,gitextensions,0.0,14.7
EbenZhang,121,https://github.com/EbenZhang,User,False,5129.0,0.0,0.0,0,30,14,56,False,gitextensions,0.0,14.05
NikolayXHD,113,https://github.com/NikolayXHD,User,False,3590.0,0.0,0.0,0,16,11,69,False,gitextensions,0.0,9.84
nickmayer,100,https://github.com/nickmayer,User,False,5417.0,0.0,0.0,0,15,4,5,False,gitextensions,0.0,14.84
jacobstanley,97,https://github.com/jacobstanley,User,False,5615.0,30.0,30.0,30,30,141,76,False,gitextensions,1.0,15.38
mdonatas,91,https://github.com/mdonatas,User,False,5207.0,30.0,30.0,30,23,9,12,False,gitextensions,1.0,14.27
amaiorano,73,https://github.com/amaiorano,User,False,3998.0,30.0,30.0,30,30,191,135,False,gitextensions,1.0,10.95
hypersw,65,https://github.com/hypersw,User,False,4541.0,28.0,21.0,30,13,17,0,False,gitextensions,0.75,12.44
dominiqueplante,62,https://github.com/dominiqueplante,User,False,5351.0,30.0,30.0,23,30,16,12,False,gitextensions,1.0,14.66
vasily-kirichenko,45,https://github.com/vasily-kirichenko,User,False,4986.0,30.0,30.0,30,30,113,3,False,gitextensions,1.0,13.66
FallenGameR,44,https://github.com/FallenGameR,User,False,5066.0,10.0,10.0,30,29,7,7,False,gitextensions,1.0,13.88
kevmoo,39,https://github.com/kevmoo,User,False,6062.0,30.0,30.0,30,30,2231,302,False,gitextensions,1.0,16.61
chrischu,38,https://github.com/chrischu,User,False,5233.0,22.0,18.0,30,25,8,5,False,gitextensions,0.8181818181818182,14.34
olmobrutall,38,https://github.com/olmobrutall,User,False,5061.0,28.0,24.0,30,18,25,3,False,gitextensions,0.8571428571428571,13.87
mast-eu,37,https://github.com/mast-eu,User,False,2220.0,0.0,0.0,0,5,9,5,False,gitextensions,0.0,6.08
crypto-rsa,36,https://github.com/crypto-rsa,User,False,3627.0,0.0,0.0,0,10,2,5,False,gitextensions,0.0,9.94
qgppl,35,https://github.com/qgppl,User,False,5325.0,0.0,0.0,0,6,2,1,False,gitextensions,0.0,14.59
bygreencn,33,https://github.com/bygreencn,User,False,6012.0,0.0,0.0,0,30,196,1,False,gitextensions,0.0,16.47
mabako,33,https://github.com/mabako,User,False,5639.0,0.0,0.0,0,30,118,43,False,gitextensions,0.0,15.45
linquize,28,https://github.com/linquize,User,False,5026.0,0.0,0.0,0,30,30,23,False,gitextensions,0.0,13.77
AndreyDodonov-EH,26,https://github.com/AndreyDodonov-EH,User,False,2310.0,0.0,0.0,0,24,10,5,False,gitextensions,0.0,6.33
szaliszali,26,https://github.com/szaliszali,User,False,4630.0,0.0,0.0,0,20,3,0,False,gitextensions,0.0,12.68
bleis-tift,26,https://github.com/bleis-tift,User,False,5540.0,30.0,30.0,30,30,133,194,False,gitextensions,1.0,15.18
gorbach,25,https://github.com/gorbach,User,False,5183.0,30.0,28.0,8,30,8,10,False,gitextensions,0.9333333333333333,14.2
mexx,23,https://github.com/mexx,User,False,5288.0,30.0,30.0,30,30,62,17,False,gitextensions,1.0,14.49
bergerjac,23,https://github.com/bergerjac,User,False,4737.0,13.0,10.0,30,29,7,1,False,gitextensions,0.7692307692307693,12.98
8,23,https://github.com/8,User,False,5391.0,20.0,17.0,30,30,31,128,False,gitextensions,0.85,14.77
azarkevich,23,https://github.com/azarkevich,User,False,5071.0,20.0,14.0,26,22,4,21,False,gitextensions,0.7,13.89
lynxstv,22,https://github.com/lynxstv,User,False,4855.0,10.0,9.0,0,6,0,0,False,gitextensions,0.9,13.3
oriash93,22,https://github.com/oriash93,User,False,3460.0,30.0,30.0,30,7,34,359,False,gitextensions,1.0,9.48
Basewq,20,https://github.com/Basewq,User,False,4777.0,30.0,30.0,30,11,4,26,False,gitextensions,1.0,13.09
ferow2k,20,https://github.com/ferow2k,User,False,4850.0,0.0,0.0,0,30,1,0,False,gitextensions,0.0,13.29
Copro,19,https://github.com/Copro,User,False,4443.0,0.0,0.0,0,18,0,0,False,gitextensions,0.0,12.17
DanRigby,19,https://github.com/DanRigby,User,True,5668.0,0.0,0.0,0,5,194,22,False,gitextensions,0.0,15.53
torarvid,18,https://github.com/torarvid,User,False,5239.0,0.0,0.0,0,30,9,2,False,gitextensions,0.0,14.35
otac0n,17,https://github.com/otac0n,User,False,5495.0,0.0,0.0,0,30,85,8,False,gitextensions,0.0,15.05
ulrichb,17,https://github.com/ulrichb,User,False,5278.0,0.0,0.0,0,25,16,86,False,gitextensions,0.0,14.46
phillco,16,https://github.com/phillco,User,False,5167.0,0.0,0.0,0,30,79,28,False,gitextensions,0.0,14.16
Radrik5,15,https://github.com/Radrik5,User,False,3772.0,0.0,0.0,0,8,2,1,False,gitextensions,0.0,10.33
pvginkel,15,https://github.com/pvginkel,User,False,5007.0,0.0,0.0,0,30,106,79,False,gitextensions,0.0,13.72
tt,14,https://github.com/tt,User,False,6038.0,0.0,0.0,0,30,135,22,False,gitextensions,0.0,16.54
mrahn80,14,https://github.com/mrahn80,User,False,4131.0,4.0,3.0,2,0,3,0,False,gitextensions,0.75,11.32
h0lg,13,https://github.com/h0lg,User,False,5082.0,30.0,27.0,28,22,9,58,False,gitextensions,0.9,13.92
martinwilkerson-scisys,13,https://github.com/martinwilkerson-scisys,User,False,3079.0,6.0,4.0,6,6,0,0,False,gitextensions,0.6666666666666666,8.44
XelaRellum,13,https://github.com/XelaRellum,User,False,5578.0,27.0,13.0,12,23,7,21,False,gitextensions,0.48148148148148145,15.28
zvirja,13,https://github.com/zvirja,User,False,4896.0,30.0,30.0,30,30,24,11,False,gitextensions,1.0,13.41
werwolfby,12,https://github.com/werwolfby,User,False,5069.0,28.0,16.0,30,30,29,514,False,gitextensions,0.5714285714285714,13.89
IEVin,12,https://github.com/IEVin,User,False,4176.0,12.0,12.0,14,4,4,3,False,gitextensions,1.0,11.44
lhiginbotham,12,https://github.com/lhiginbotham,User,False,3457.0,28.0,21.0,7,10,2,0,False,gitextensions,0.75,9.47
Drake103,12,https://github.com/Drake103,User,False,4693.0,30.0,30.0,2,30,15,2,False,gitextensions,1.0,12.86
showell-nic,12,https://github.com/showell-nic,User,False,4700.0,2.0,1.0,1,5,0,0,False,gitextensions,0.5,12.88
SimonCropp,11,https://github.com/SimonCropp,User,False,5646.0,0.0,0.0,0,30,970,16,False,gitextensions,0.0,15.47
maraf,11,https://github.com/maraf,User,False,3731.0,0.0,0.0,0,30,61,68,False,gitextensions,0.0,10.22
DmitryZhelnin,11,https://github.com/DmitryZhelnin,User,False,4238.0,0.0,0.0,0,10,1,15,False,gitextensions,0.0,11.61
ierof,11,https://github.com/ierof,User,False,4247.0,0.0,0.0,0,7,9,1,False,gitextensions,0.0,11.64
kyle-nicholls,11,https://github.com/kyle-nicholls,User,False,2217.0,0.0,0.0,0,0,0,0,False,gitextensions,0.0,6.07
lanfeust69,10,https://github.com/lanfeust69,User,False,4481.0,0.0,0.0,0,27,11,7,False,gitextensions,0.0,12.28
jvitkauskas,10,https://github.com/jvitkauskas,User,False,3738.0,0.0,0.0,0,30,27,131,False,gitextensions,0.0,10.24
DanielTheCoder,10,https://github.com/DanielTheCoder,User,False,5554.0,0.0,0.0,0,15,24,18,False,gitextensions,0.0,15.22
CDAGaming,10,https://github.com/CDAGaming,User,False,3350.0,0.0,0.0,0,30,51,21,False,gitextensions,0.0,9.18
miloja,10,https://github.com/miloja,User,False,5283.0,0.0,0.0,0,6,2,2,False,gitextensions,0.0,14.47
hiroponz,10,https://github.com/hiroponz,User,False,5793.0,0.0,0.0,0,30,30,9,False,gitextensions,0.0,15.87
kine,9,https://github.com/kine,User,False,5681.0,0.0,0.0,0,30,107,71,False,gitextensions,0.0,15.56
MoOmEeN,9,https://github.com/MoOmEeN,User,False,5235.0,18.0,16.0,18,12,2,3,False,gitextensions,0.8888888888888888,14.34
SetoKaiba,9,https://github.com/SetoKaiba,User,False,5558.0,30.0,23.0,30,30,45,5,False,gitextensions,0.7666666666666667,15.23
UncleVasya,9,https://github.com/UncleVasya,User,False,4802.0,23.0,19.0,30,30,15,29,False,gitextensions,0.8260869565217391,13.16
nitoyon,9,https://github.com/nitoyon,User,False,5913.0,30.0,30.0,4,30,91,287,False,gitextensions,1.0,16.2
Noguai,8,https://github.com/Noguai,User,False,3685.0,3.0,2.0,3,2,1,0,False,gitextensions,0.6666666666666666,10.1
schadin,8,https://github.com/schadin,User,False,5002.0,3.0,2.0,5,20,5,1,False,gitextensions,0.6666666666666666,13.7
phillijw,8,https://github.com/phillijw,User,False,5218.0,21.0,17.0,30,30,24,4,False,gitextensions,0.8095238095238095,14.3
KarstenRa,8,https://github.com/KarstenRa,User,False,2912.0,17.0,12.0,1,8,0,0,False,gitextensions,0.7058823529411765,7.98
chenhendrawan,8,https://github.com/chenhendrawan,User,False,4591.0,1.0,1.0,7,6,1,0,False,gitextensions,1.0,12.58
mrexodia,7,https://github.com/mrexodia,User,False,4523.0,30.0,30.0,30,30,2708,389,False,gitextensions,1.0,12.39
gpongelli,7,https://github.com/gpongelli,User,False,5001.0,0.0,0.0,0,30,19,8,False,gitextensions,0.0,13.7
Itori,7,https://github.com/Itori,User,False,4264.0,0.0,0.0,0,8,2,0,False,gitextensions,0.0,11.68
raistlin,7,https://github.com/raistlin,User,False,5779.0,0.0,0.0,0,30,16,3,False,gitextensions,0.0,15.83
Timwi,7,https://github.com/Timwi,User,False,4714.0,0.0,0.0,0,30,55,273,False,gitextensions,0.0,12.92
orgads,7,https://github.com/orgads,User,False,4821.0,0.0,0.0,0,30,21,0,False,gitextensions,0.0,13.21
asherber,7,https://github.com/asherber,User,False,4202.0,0.0,0.0,0,30,23,32,False,gitextensions,0.0,11.51
afabre,7,https://github.com/afabre,User,False,4954.0,0.0,0.0,0,3,1,1,False,gitextensions,0.0,13.57
digitalcoyote,7,https://github.com/digitalcoyote,User,False,3311.0,0.0,0.0,0,30,23,113,False,gitextensions,0.0,9.07
new-mikha,7,https://github.com/new-mikha,User,False,4133.0,0.0,0.0,0,16,2,4,False,gitextensions,0.0,11.32
michaellwest,7,https://github.com/michaellwest,User,False,4958.0,0.0,0.0,0,30,61,67,False,gitextensions,0.0,13.58
stwalkerster,6,https://github.com/stwalkerster,User,False,5061.0,0.0,30.0,30,30,71,27,False,gitextensions,0.0,13.87
manuelspezzani,6,https://github.com/manuelspezzani,User,False,4755.0,9.0,7.0,16,8,5,1,False,gitextensions,0.7777777777777778,13.03
GintasS,6,https://github.com/GintasS,User,False,3145.0,30.0,30.0,30,30,70,4,False,gitextensions,1.0,8.62
pmme,6,https://github.com/pmme,User,False,4605.0,30.0,30.0,19,19,4,4,False,gitextensions,1.0,12.62
bstecisa,6,https://github.com/bstecisa,User,False,1698.0,4.0,4.0,0,1,0,0,False,gitextensions,1.0,4.65
adrianoc,6,https://github.com/adrianoc,User,False,5823.0,30.0,30.0,30,23,26,110,False,gitextensions,1.0,15.95
hieuxlu,6,https://github.com/hieuxlu,User,False,3631.0,22.0,19.0,9,24,26,15,False,gitextensions,0.8636363636363636,9.95
bansan85,6,https://github.com/bansan85,User,False,3778.0,30.0,30.0,30,30,5,28,False,gitextensions,1.0,10.35
c3er,6,https://github.com/c3er,User,False,2993.0,18.0,17.0,30,30,17,102,False,gitextensions,0.9444444444444444,8.2
patearl,6,https://github.com/patearl,User,False,5286.0,5.0,2.0,6,5,13,4,False,gitextensions,0.4,14.48
idealist1508,6,https://github.com/idealist1508,User,False,4276.0,30.0,0.0,0,30,0,1,False,gitextensions,0.0,11.72
regs01,6,https://github.com/regs01,User,False,3691.0,0.0,0.0,0,16,3,2,False,gitextensions,0.0,10.11
nick-bulleid,5,https://github.com/nick-bulleid,User,False,3170.0,0.0,0.0,0,6,0,0,False,gitextensions,0.0,8.68
glen-nicol,5,https://github.com/glen-nicol,User,False,4223.0,0.0,0.0,0,8,1,0,False,gitextensions,0.0,11.57
joergpichler,5,https://github.com/joergpichler,User,False,3985.0,0.0,0.0,0,20,4,2,False,gitextensions,0.0,10.92
ArsenShnurkov,5,https://github.com/ArsenShnurkov,User,False,5503.0,0.0,0.0,0,30,28,3,False,gitextensions,0.0,15.08
realkompot,5,https://github.com/realkompot,User,False,2220.0,0.0,0.0,0,2,6,16,False,gitextensions,0.0,6.08
Ashod,5,https://github.com/Ashod,User,False,5050.0,0.0,0.0,0,30,24,38,False,gitextensions,0.0,13.84
danielmenzel,5,https://github.com/danielmenzel,User,False,3843.0,0.0,0.0,0,5,1,0,False,gitextensions,0.0,10.53
paviad,5,https://github.com/paviad,User,False,4826.0,0.0,0.0,0,30,13,9,False,gitextensions,0.0,13.22
cristianst85,5,https://github.com/cristianst85,User,False,3557.0,0.0,0.0,0,30,15,64,False,gitextensions,0.0,9.75
bastianeicher,5,https://github.com/bastianeicher,User,False,5260.0,30.0,30.0,30,5,34,15,False,gitextensions,1.0,14.41
Teybeo,5,https://github.com/Teybeo,User,False,4745.0,30.0,30.0,8,30,12,7,False,gitextensions,1.0,13.0
StanAngeloff,5,https://github.com/StanAngeloff,User,False,5733.0,30.0,30.0,30,30,81,251,False,gitextensions,1.0,15.71
